linkedin_slug,linkedin_url,company_name,tier,tier_label,primary_keyword,size_bracket,description_snippet,discovery_query,page_found,first_seen_at,resolved_domain,resolve_status,matching_people_count
greater-chattanooga-orthodontics,https://www.linkedin.com/company/greater-chattanooga-orthodontics,Greater Chattanooga Orthodontics,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,직원 11-50명. 본사: Tennessee CHATTANOOGA. 유형: 개인사업. 전문 분야: Orthodontics ... Konza Prairie Community Health Center. 병원·보건. Kansas Junction City ...,"site:linkedin.com/company/ ""community health center"" ""11-50""",5,2026-04-17T07:51:07Z,https://greaterchattanoogaorthodontics.com,ok,1
harrington-family-health-center,https://www.linkedin.com/company/harrington-family-health-center,Harrington Family Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,Harrington Family Health Center | 90 Follower:innen auf LinkedIn. The Harrington Family Health Center is a Federally Qualified Health Center ... 11–50 ...,"site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",1,2026-04-17T07:53:03Z,https://harringtonfamilyhealth.org,title_mismatch,1
health-federation-of-philadelphia,https://www.linkedin.com/company/health-federation-of-philadelphia,Health Federation of Philadelphia,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,51-200 人. 总部: Philadelphia，PA. 类型: 非营利机构. 创立: 1983. 领域 ... (Federally Qualified Health Center) status! This designation marks an ...,"site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",10,2026-04-17T07:53:24Z,https://healthfederation.org,ok,1
health-first-community-health-center,https://www.linkedin.com/company/health-first-community-health-center,Health First Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,Health First Community Health Center | 171 位LinkedIn 關注者。Health First ... 51-200 名員工. 總部: ProvidenceKY. 類型: 非營利組織. 地點. 主要. 215 East Main ...,"site:linkedin.com/company/ ""community health center"" ""51-200""",25,2026-04-17T07:52:13Z,https://www.hf.org,title_mismatch,1
healthy-connections-inc,https://www.linkedin.com/company/healthy-connections-inc,"Healthy Connections, Inc.",1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"Healthy Connections, Inc. | 494 followers on LinkedIn. Quality Community Care | Healthy Connections, Inc (HCI) is a Federally Qualified Health Center ... 201-500 ...","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",18,2026-04-17T07:54:12Z,https://healthy-connections.org,ok,1
heartland-community-health-center-%e2%80%93-lawrence-ks,https://www.linkedin.com/company/heartland-community-health-center-%e2%80%93-lawrence-ks,"Heartland Community Health Center – Lawrence, KS",1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"Heartland Community Health Center – Lawrence, KS | LinkedIn'de 605 takipçi Welcoming All Who Need Care ... Heartland Community Health Center ... 201 - 500 çalışan.","site:linkedin.com/company/ ""community health center"" ""201-500""",16,2026-04-17T07:52:43Z,https://heartland-community.com,needs_review,1
henry-county-health-center,https://www.linkedin.com/company/henry-county-health-center,Henry County Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201–500 Beschäftigte. Hauptsitz: Mount Pleasant, Iowa. Art: Regierungsbehörde ... Knox County Health Department & Knox Community Health Center. Öffentliches ...","site:linkedin.com/company/ ""community health center"" ""201-500""",2,2026-04-17T07:52:26Z,http://henrycountyhealth.org,wrong_entity,1
hills-&-dales-general-hospital,https://www.linkedin.com/company/hills-&-dales-general-hospital,Hills & Dales General Hospital,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,51-200 pekerja. Jenis: Kebajikan. Lokasi. Utama. Dapatkan arah. Pekerja di Hills ... Laman yang serupa. Optima FQHC Solutions. Hospital dan Penjagaan Kesihatan.,"site:linkedin.com/company/ ""FQHC"" ""51-200""",15,2026-04-17T07:55:18Z,,none,1
home-wound-care,https://www.linkedin.com/company/home-wound-care,Home Wound Care,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,11-50 employees. Headquarters: Bognor Regis. Type: Privately Held. Founded: 2022 ... FQHC #HomeWoundCare.,"site:linkedin.com/company/ ""FQHC"" ""11-50""",25,2026-04-17T07:54:58Z,https://homewoundcare.org/password,ok,1
horizon-health-services-inc,https://www.linkedin.com/company/horizon-health-services-inc,"Horizon Health Services, Inc.",1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"... (FQHC) that has been successfully providing essential healthcare safety net services in a rural setting ... 51-200 employees. Headquarters: Ivor, Virginia.","site:linkedin.com/company/ ""FQHC"" ""51-200""",5,2026-04-17T07:55:05Z,https://horizon-health.org,needs_review,1
hui-no-ke-ola-pono-inc-,https://www.linkedin.com/company/hui-no-ke-ola-pono-inc-,"Hui No Ke Ola Pono, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11–50 ansatte. Hovedkontor: Wailuku, Hawaii. Type: Ideell organisasjon ... Lanai Community Health Center. Sykehus og helsetjenester. Lanai City, HI · Ocean ...","site:linkedin.com/company/ ""community health center"" ""11-50""",21,2026-04-17T07:51:27Z,https://www.hnkop.org,ok,1
imperial-beach-community-clinic,https://www.linkedin.com/company/imperial-beach-community-clinic,Imperial Beach Community Clinic,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 employés. Siège social: Imperial Beach, CA. Type: Non lucratif. Fondée ... Pages similaires. San Diego Community Health Center. Hôpitaux et services de ...","site:linkedin.com/company/ ""community health center"" ""51-200""",12,2026-04-17T07:51:55Z,https://imperialbeach.org,parking,1
intercommunity,https://www.linkedin.com/company/intercommunity,InterCommunity,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201 - 500 medewerkers. Hoofdkantoor: East Hartford, Connecticut. Type ... Community Health Center. Ziekenhuizen en gezondheidszorg.","site:linkedin.com/company/ ""community health center"" ""201-500""",17,2026-04-17T07:52:44Z,https://intercommunity.org,parking,1
international-community-health-services,https://www.linkedin.com/company/international-community-health-services,International Community Health Services,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,... community health center that offers affordable health care services ... 201-500 人. 总部: Seattle，WA. 类型: 非营利机构. 创立: 1973. 领域 ...,"site:linkedin.com/company/ ""community health center"" ""201-500""",3,2026-04-17T07:52:27Z,http://international-community.org,thin_or_dead,1
jefferson-comprehensive-health,https://www.linkedin.com/company/jefferson-comprehensive-health,Jefferson Comprehensive Health,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11 - 50 çalışan. Genel Merkez: Fayette, Mississippi. Konum. 225 Community Dr. Fayette, Mississippi 39069-0000, US. Yol tarifi al. Jefferson Comprehensive Health ...","site:linkedin.com/company/ ""community health center"" ""11-50""",14,2026-04-17T07:51:18Z,https://www.jch.org,wrong_entity,1
addabbo-family-health-center,https://www.linkedin.com/company/addabbo-family-health-center,Joseph P. Addabbo Family Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,... Federally Qualified Health Center (FQHC). We ... Federally Qualified Health Center (FQHC). We ... 201-500 人. 总部: Arverne，New York. 类型: 非营利机构.,"site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",3,2026-04-17T07:53:53Z,https://www.buydomains.com/lander/josephp.com?domain=josephp.com&utm_source=josephp.com&utm_medium=click&utm_campaign=tdfs-AprTest&traffic_id=AprTest&traffic_type=tdfs&redirect=ono-redirect,wrong_entity,1
kheirclinic,https://www.linkedin.com/company/kheirclinic,Kheir Clinic,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"... (FQHC) that provides comprehensive services for underserved populations in ... 51-200 employees. Headquarters: Los Angeles, CA. Type: Nonprofit. Founded: 1986.","site:linkedin.com/company/ ""FQHC"" ""51-200""",21,2026-04-17T07:55:26Z,,none,1
knox-county-health-department,https://www.linkedin.com/company/knox-county-health-department,Knox County Health Department,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employés. Siège social: Knoxville, Tennessee. Type: Administration ... Knox County Health Department & Knox Community Health Center. Santé publique.","site:linkedin.com/company/ ""community health center"" ""201-500""",13,2026-04-17T07:52:38Z,https://knoxcountyhealthdepartment.com,ok,1
knox-county-public-health-department,https://www.linkedin.com/company/knox-county-public-health-department,Knox County Health Department & Knox Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,External link for Knox County Health Department & Knox Community Health Center. Industry: Public Health. Company size: 51-200 employees. Headquarters: Galesburg ...,"site:linkedin.com/company/ ""community health center"" ""51-200""",4,2026-04-17T07:51:46Z,https://www.knoxcountyhealth.org,ok,1
lyric,https://www.linkedin.com/company/lyric,LYRIC: Center for LGBTQQ+ Youth,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11–50 Beschäftigte. Hauptsitz: San Francisco, CA. Art: Nonprofit. Gegründet: 1988 ... San Francisco Community Health Center. Krankenhäuser und ...","site:linkedin.com/company/ ""community health center"" ""11-50""",2,2026-04-17T07:51:03Z,https://lyriccenter.com,needs_review,1
la-esperanza-clinic-inc.-dba-esperanza-health-and-dental-centers,https://www.linkedin.com/company/la-esperanza-clinic-inc.-dba-esperanza-health-and-dental-centers,"La Esperanza Clinic, Inc. dba Esperanza Health and Dental Centers",1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"La Esperanza Clinic, Inc. is a non-profit Federally Qualified Health Center serving the Concho Valley area of Texas. ... 51–200 ansatte. Hovedkontor: San ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",27,2026-04-17T07:53:47Z,https://www.esperanzahealth.org,title_mismatch,1
lanai-community-health-center,https://www.linkedin.com/company/lanai-community-health-center,Lanai Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"Lanai Community Health Center için harici link. Sektör: Hastaneler ve Sağlık. Şirket büyüklüğü: 11 - 50 çalışan. Genel Merkez: Lanai City, HI. Türü: Kâr Amacı ...","site:linkedin.com/company/ ""community health center"" ""11-50""",2,2026-04-17T07:51:03Z,https://lanaihealth.org,needs_review,1
lancaster-county-conservancy,https://www.linkedin.com/company/lancaster-county-conservancy,Lancaster Conservancy,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: Lancaster, Pennsylvania. Type: Nonprofit. Founded ... Former Community Health Center (FQHC)… See all employees. Updates. View ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",25,2026-04-17T07:54:58Z,https://www.lancasterconservancy.org,ok,1
lee-county-cooperative-clinic,https://www.linkedin.com/company/lee-county-cooperative-clinic,Lee County Cooperative Clinic dba Olly Neal Community Health ...,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"Lee County Cooperative Clinic dba Olly Neal Community Health Center | 190 abonnés sur LinkedIn ... 11-50 employés. Siège social: Marianna, Arkansas. Type: Non ...","site:linkedin.com/company/ ""community health center"" ""11-50""",1,2026-04-17T07:51:02Z,https://lee-county.net,title_mismatch,1
lifespanhealthcommunityhealthcenter,https://www.linkedin.com/company/lifespanhealthcommunityhealthcenter,Lifespan Health,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"Over ons. Lifespan Health is a non-profit community health center serving Hardin, McNairy, and Wayne counties in West Tennessee. ... 51 - 200 medewerkers.","site:linkedin.com/company/ ""community health center"" ""51-200""",16,2026-04-17T07:52:00Z,https://www.brownhealth.org,title_mismatch,1
little-rivers-health-care,https://www.linkedin.com/company/little-rivers-health-care,Little Rivers Health Care,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... (federally qualified health center) reimbursement from Medicare and Medicaid ... 51-200 employees. Headquarters: Bradford, VT. Type: Nonprofit. Founded: 2006 ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",17,2026-04-17T07:53:32Z,https://www.littlerivers.org,title_mismatch,1
louisiana-primary-care-association,https://www.linkedin.com/company/louisiana-primary-care-association,Louisiana Primary Care Association,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"LPCA represents 41 federally funded Community Health Center organizations across Louisiana. ... 11-50 employees. Headquarters: Baton Rouge, Louisiana. Type ...","site:linkedin.com/company/ ""community health center"" ""11-50""",3,2026-04-17T07:51:04Z,https://www.louisianaprimarycare.com,ok,1
lowell-community-health-center,https://www.linkedin.com/company/lowell-community-health-center,Lowell Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"Lowell Community Health Center | 3.996 Follower:innen auf LinkedIn ... 201–500 Beschäftigte. Hauptsitz: Lowell, MA. Art: Nonprofit. Gegründet ...","site:linkedin.com/company/ ""community health center"" ""201-500""",14,2026-04-17T07:52:40Z,https://lowellcommunity.org,parking,1
medical-consulting-solutions,https://www.linkedin.com/company/medical-consulting-solutions,MCS Holding Company LLC.,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: Virginia Beach, Virginia. Type: Privately Held ... Why this matters for FQHCs Most FQHC populations are managing chronic ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",11,2026-04-17T07:54:39Z,https://mcs-holding.com,needs_review,1
